number,code,Type
48,"import numpy as np
def var0(var1):
    var2 = len(var1)
    if var2 < 3:
        return (0, [1]) if var2 else (0, [])
    var3 = np.zeros(var2, dtype=np.int64)
    var3[0] = var1[0]
    var3[1] = var1[1]
    for var4 in range(2, var2):
        var3[var4] = var1[var4] + min(var3[var4 - 1], var3[var4 - 2])
    var5 = []
    var6 = var2 - 1
    while var6 >= 0:
        var5.insert(0, var6 + 1)
        if var6 - 2 >= 0 and var3[var6 - 2] <= var3[var6 - 1]:
            var6 -= 2
        else:
            var6 -= 1
    return (var3[var2 - 1], var5)",Grasshopper
49,"def var0(var1):
    var2 = len(var1)
    if var2 < 3:
        return (0, [1]) if var2 else (0, [])
    var3 = [0] * var2
    var3[0] = var1[0]
    var3[1] = var1[1]
    for var4 in range(2, var2):
        var3[var4] = var1[var4] + min(var3[var4 - 1], var3[var4 - 2])
        if var3[var4] > 10 ** 6:
            break
    var5 = [var2]
    var6 = var2 - 1
    while var6 > 0:
        var5.insert(0, var6 + 1)
        if var6 - 2 >= 0 and var3[var6 - 2] <= var3[var6 - 1]:
            var6 -= 2
        else:
            var6 -= 1
    return (var3[var2 - 1], var5)",Grasshopper
50,"import multiprocessing
def var0(var1):
    var2 = len(var1)
    if var2 < 3:
        return (0, [1]) if var2 else (0, [])
    with multiprocessing.Pool(processes=2) as var3:
        var4 = var3.starmap(var5, [(var6, var1) for var6 in [1, 2]])
    var7, var8 = var4[0]
    var9, var10 = var4[1]
    if var7 < var9:
        var11 = var1[0] + var7
        var12 = [1] + var8
    else:
        var11 = var1[0] + var9
        var12 = [2] + var10
    return (var11, var12)
def var5(var13, var1):
    var2 = len(var1)
    var14 = [0] * var2
    var14[0] = 0
    var14[1] = var1[1]
    for var6 in range(2, var2):
        var14[var6] = var1[var6] + min(var14[var6 - 1], var14[var6 - 2])
    var12 = [var15 + 1 for var15 in range(var2 - 1, -1, -1)]
    return (var14[var2 - 1], var12)",Grasshopper
51,"def var0(var1):
    var2 = len(var1)
    var3 = {}
    def var4(var5):
        if var5 >= var2:
            return (0, [])
        if var5 in var3:
            return var3[var5]
        var6, var7 = var4(var5 + 1)
        var8, var9 = var4(var5 + 2)
        if var6 + var1[var5] < var8 + var1[var5]:
            var3[var5] = (var6 + var1[var5], [var5 + 1] + var7)
        else:
            var3[var5] = (var8 + var1[var5], [var5 + 2] + var9)
        return var3[var5]
    if var2 < 3:
        return (sum(var1), list(range(1, var2 + 1)))
    return var4(0)",Grasshopper
52,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = [[] for var5 in range(var2)]
    var3[0] = var1[0]
    var4[0] = [1]
    if var2 > 1:
        var3[1] = var1[1]
        var4[1] = [2]
    for var6 in range(2, var2):
        if var3[var6 - 1] + var1[var6] < var3[var6 - 2] + var1[var6]:
            var3[var6] = var3[var6 - 1] + var1[var6]
            var4[var6] = [var6 + 1] + var4[var6 - 1]
        else:
            var3[var6] = var3[var6 - 2] + var1[var6]
            var4[var6] = [var6 + 2] + var4[var6 - 2]
    return (var3[var2 - 1], var4[var2 - 1])",Grasshopper
53,"def var0(var1):
    var2 = len(var1)
    if var2 < 3:
        return (sum(var1), list(range(1, var2 + 1)))
    var3 = [0, 0]
    var4 = [[1], [2]]
    for var5 in range(2, var2):
        if var3[0] + var1[var5] < var3[1] + var1[var5]:
            var3[1] = var3[0] + var1[var5]
            var4[1] = [var5 + 1] + var4[0]
        else:
            var3[1] = var3[1] + var1[var5]
            var4[1] = [var5 + 2] + var4[1]
        var3[0], var3[1] = (var3[1], var3[0])
        var4[0], var4[1] = (var4[1], var4[0])
    return (var3[1], var4[1])",Grasshopper
54,"def var0(var1):
    var2 = len(var1)
    if var2 < 3:
        return (sum(var1), list(range(1, var2 + 1)))
    for var3 in range(2, var2):
        if var1[var3 - 1] < var1[var3 - 2]:
            var1[var3] = var1[var3 - 1] + var1[var3]
        else:
            var1[var3] = var1[var3 - 2] + var1[var3]
    var4 = []
    var3 = var2 - 1
    while var3 >= 0:
        var4.insert(0, var3 + 1)
        if var3 > 1 and var1[var3 - 1] < var1[var3 - 2]:
            var3 -= 1
        else:
            var3 -= 2
    return (var1[var2 - 1], var4)",Grasshopper
55,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = [None] * var2
    var3[0] = var1[0]
    if var2 > 1:
        var3[1] = var1[1]
        var4[1] = 0
    for var5 in range(2, var2):
        if var3[var5 - 1] + var1[var5] < var3[var5 - 2] + var1[var5]:
            var3[var5] = var3[var5 - 1] + var1[var5]
            var4[var5] = var5 - 1
        else:
            var3[var5] = var3[var5 - 2] + var1[var5]
            var4[var5] = var5 - 2
    var6 = []
    var7 = var2 - 1
    while var7 is not None:
        var6.insert(0, var7 + 1)
        var7 = var4[var7]
    return (var3[var2 - 1], var6)",Grasshopper
56,"def var0(var1):
    def var2(var3, var4):
        if var3 >= len(var1):
            yield (0, var4)
        else:
            for var5 in [1, 2]:
                var6 = var3 + var5
                yield (var1[var3] + (var7 for var7, var8 in var2(var6, var4 + [var6 + 1]))[0] if var6 < len(var1) else 0, var4 + [var6 + 1])
    var9 = float('inf')
    var10 = []
    for var11, var12 in var2(0, [1]):
        if var11 < var9:
            var9, var10 = (var11, var12)
    return (var9, var10)",Grasshopper
57,"from functools import reduce
def var0(var1):
    var2 = len(var1)
    if var2 < 3:
        return (sum(var1), list(range(1, var2 + 1)))
    var3 = reduce(lambda var4, var5: var4 + [min(var4[var5 - 1] + var1[var5], var4[var5 - 2] + var1[var5])], range(2, var2), [var1[0], var1[1]])
    var6 = []
    var5 = var2 - 1
    while var5 >= 0:
        var6.insert(0, var5 + 1)
        if var5 > 1 and var3[var5 - 1] < var3[var5 - 2]:
            var5 -= 1
        else:
            var5 -= 2
    return (var3[-1], var6)",Grasshopper
58,"import numpy as np
def var0(var1):
    var2 = len(var1)
    if var2 < 3:
        return (np.sum(var1), list(range(1, var2 + 1)))
    var3 = np.zeros(var2)
    var3[0] = var1[0]
    if var2 > 1:
        var3[1] = var1[1]
    for var4 in range(2, var2):
        var3[var4] = min(var3[var4 - 1] + var1[var4], var3[var4 - 2] + var1[var4])
    var5 = []
    var4 = var2 - 1
    while var4 >= 0:
        var5.insert(0, var4 + 1)
        if var4 > 1 and var3[var4 - 1] < var3[var4 - 2]:
            var4 -= 1
        else:
            var4 -= 2
    return (var3[var2 - 1], var5)",Grasshopper
59,"def var0(var1):
    var2 = len(var1)
    if var2 < 3:
        return (sum(var1), list(range(1, var2 + 1)))
    var3 = [0] * var2
    var3[0] = var1[0]
    var3[1] = var1[1]
    for var4 in range(2, var2):
        var3[var4] = min(var3[var4 - 1], var3[var4 - 2]) + var1[var4]
        if var3[var4] > 100000:
            return (float('inf'), [])
    var5 = [var2]
    var4 = var2 - 1
    while var4 > 0:
        if var4 >= 2 and var3[var4 - 2] < var3[var4 - 1]:
            var4 -= 2
        else:
            var4 -= 1
        var5.append(var4)
    var5.reverse()
    return (var3[var2 - 1], var5)",Grasshopper
60,"import concurrent.futures
def var0(var1):
    var2 = len(var1)
    if var2 < 3:
        return (sum(var1), list(range(1, var2 + 1)))
    with concurrent.futures.ThreadPoolExecutor(max_workers=2) as var3:
        var4 = var3.submit(lambda: var5(var1, var2, 1))
        var6 = var3.submit(lambda: var5(var1, var2, 2))
        var7, var8 = var4.result()
        var9, var10 = var6.result()
    if var7 < var9:
        return (var7, var8)
    else:
        return (var9, var10)
def var5(var1, var2, var11):
    if var11 >= var2:
        return (0, [])
    if var11 == var2 - 1:
        return (var1[var11], [var11 + 1])
    var7, var8 = var5(var1, var2, var11 + 1)
    var9, var10 = var5(var1, var2, var11 + 2)
    if var7 + var1[var11] < var9 + var1[var11]:
        return (var7 + var1[var11], [var11 + 1] + var8)
    else:
        return (var9 + var1[var11], [var11 + 2] + var10)",Grasshopper
61,"def var0(var1):
    var2 = len(var1)
    var3 = {}
    def var4(var5):
        if var5 >= var2:
            return (0, [])
        if var5 in var3:
            return var3[var5]
        var6, var7 = var4(var5 + 1)
        var8, var9 = var4(var5 + 2)
        if var6 + var1[var5] < var8 + var1[var5]:
            var3[var5] = (var6 + var1[var5], [var5 + 1] + var7)
        else:
            var3[var5] = (var8 + var1[var5], [var5 + 2] + var9)
        return var3[var5]
    if var2 < 3:
        return (sum(var1), list(range(1, var2 + 1)))
    var10, var11 = var4(0)
    return (var10, var11)",Grasshopper
62,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = [[] for var5 in range(var2)]
    var3[0] = var1[0]
    var4[0] = [1]
    var3[1] = var1[1]
    var4[1] = [2]
    for var6 in range(2, var2):
        if var3[var6 - 1] + var1[var6] < var3[var6 - 2] + var1[var6]:
            var3[var6] = var3[var6 - 1] + var1[var6]
            var4[var6] = [var6 + 1] + var4[var6 - 1]
        else:
            var3[var6] = var3[var6 - 2] + var1[var6]
            var4[var6] = [var6 + 2] + var4[var6 - 2]
    return (var3[var2 - 1], var4[var2 - 1])",Grasshopper
63,"def var0(var1):
    var2 = len(var1)
    if var2 < 3:
        return (sum(var1), list(range(1, var2 + 1)))
    var3 = var1[0]
    var4 = var1[1]
    for var5 in range(2, var2):
        var6 = min(var4 + var1[var5], var3 + var1[var5])
        var3 = var4
        var4 = var6
    var7 = []
    var5 = var2 - 1
    while var5 >= 0:
        if var5 == 0:
            var7 = [1] + var7
            break
        if var5 == 1:
            var7 = [2] + var7
            break
        if var4 + var1[var5] < var3 + var1[var5]:
            var7 = [var5 + 1] + var7
            var3 = var4
            var4 = var4 + var1[var5]
            var5 -= 1
        else:
            var7 = [var5 + 2] + var7
            var4 = var3
            var3 = var3 + var1[var5]
            var5 -= 2
    return (var4, var7)",Grasshopper
64,"def var0(var1):
    var2 = len(var1)
    if var2 < 3:
        return (sum(var1), list(range(1, var2 + 1)))
    for var3 in range(2, var2):
        var1[var3] += min(var1[var3 - 1], var1[var3 - 2])
    var4 = []
    var3 = var2 - 1
    while var3 >= 0:
        if var3 == 0:
            var4 = [1] + var4
            break
        if var3 == 1:
            var4 = [2] + var4
            break
        if var1[var3 - 1] < var1[var3 - 2]:
            var4 = [var3 + 1] + var4
            var3 -= 1
        else:
            var4 = [var3 + 2] + var4
            var3 -= 2
    return (var1[var2 - 1], var4)",Grasshopper
65,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = [None] * var2
    var3[0] = var1[0]
    var3[1] = var1[1]
    var4[1] = 0
    for var5 in range(2, var2):
        if var3[var5 - 1] + var1[var5] < var3[var5 - 2] + var1[var5]:
            var3[var5] = var3[var5 - 1] + var1[var5]
            var4[var5] = var5 - 1
        else:
            var3[var5] = var3[var5 - 2] + var1[var5]
            var4[var5] = var5 - 2
    var6 = []
    var7 = var2 - 1
    while var7 is not None:
        var6.append(var7 + 1)
        var7 = var4[var7]
    return (var3[var2 - 1], var6[::-1])",Grasshopper
66,"def var0(var1):
    def var2(var3, var4):
        if var3 >= len(var1):
            yield (0, var4)
        else:
            for var5 in [1, 2]:
                var6 = var3 + var5
                yield (var1[var3] + (yield from var2(var6, var4 + [var6 + 1])))
    var7 = float('inf')
    var8 = []
    for var9, var10 in var2(0, []):
        if var9 < var7:
            var7 = var9
            var8 = var10
    return (var7, var8)",Grasshopper
67,"from functools import reduce
def var0(var1):
    var2 = len(var1)
    if var2 < 3:
        return (sum(var1), list(range(1, var2 + 1)))
    var3 = reduce(lambda var4, var5: var4 + [min(var4[-1] + var1[var5], var4[-2] + var1[var5])], range(2, var2), [var1[0], var1[1]])
    var6 = []
    var5 = var2 - 1
    while var5 >= 0:
        if var5 == 0:
            var6 = [1] + var6
            break
        if var5 == 1:
            var6 = [2] + var6
            break
        if var3[var5 - 1] < var3[var5 - 2]:
            var6 = [var5 + 1] + var6
            var5 -= 1
        else:
            var6 = [var5 + 2] + var6
            var5 -= 2
    return (var3[-1], var6)",Grasshopper
68,"import numpy as np
def var0(var1):
    var2 = len(var1)
    if var2 < 3:
        return (np.sum(var1), list(range(1, var2 + 1)))
    var3 = np.zeros(var2)
    var3[0] = var1[0]
    var3[1] = var1[1]
    for var4 in range(2, var2):
        var3[var4] = var1[var4] + min(var3[var4 - 1], var3[var4 - 2])
    var5 = []
    var4 = var2 - 1
    while var4 >= 0:
        if var4 == 0:
            var5 = [1] + var5
            break
        if var4 == 1:
            var5 = [2] + var5
            break
        if var3[var4 - 1] < var3[var4 - 2]:
            var5 = [var4 + 1] + var5
            var4 -= 1
        else:
            var5 = [var4 + 2] + var5
            var4 -= 2
    return (var3[var2 - 1], var5)",Grasshopper
69,"def var0(var1):
    var2 = len(var1)
    if var2 < 3:
        return (sum(var1), list(range(1, var2 + 1)))
    var3 = [0] * var2
    var3[0] = var1[0]
    var3[1] = var1[1]
    for var4 in range(2, var2):
        var3[var4] = var1[var4] + min(var3[var4 - 1], var3[var4 - 2])
        if var3[var4] >= 1000000:
            break
    var5 = []
    var4 = var2 - 1
    while var4 >= 0:
        if var4 == 0:
            var5 = [1] + var5
            break
        if var4 == 1:
            var5 = [2] + var5
            break
        if var3[var4 - 1] < var3[var4 - 2]:
            var5 = [var4 + 1] + var5
            var4 -= 1
        else:
            var5 = [var4 + 2] + var5
            var4 -= 2
    return (var3[var2 - 1], var5)",Grasshopper
70,"def var0(var1):
    var2 = len(var1)
    if var2 < 3:
        return (sum(var1), list(range(1, var2 + 1)))
    var3 = [0] * var2
    var3[0] = var1[0]
    var3[1] = var1[1]
    for var4 in range(2, var2):
        var3[var4] = var1[var4] + min(var3[var4 - 1], var3[var4 - 2])
    var5 = []
    var4 = var2 - 1
    while var4 >= 0:
        if var4 == 0:
            var5 = [1] + var5
            break
        if var4 == 1:
            var5 = [2] + var5
            break
        if var3[var4 - 1] < var3[var4 - 2]:
            var5 = [var4 + 1] + var5
            var4 -= 1
        else:
            var5 = [var4 + 2] + var5
            var4 -= 2
    return (var3[var2 - 1], var5)",Grasshopper
71,"def var0(var1):
    var2 = len(var1)
    var3 = {}
    var4 = {}
    def var5(var6):
        if var6 >= var2:
            return (0, [])
        if var6 in var3:
            return var3[var6]
        var7, var8 = var5(var6 + 1)
        var9, var10 = var5(var6 + 2)
        if var7 + var1[var6] < var9 + var1[var6]:
            var3[var6] = (var7 + var1[var6], [var6 + 1] + var8)
            var4[var6] = var6 + 1
        else:
            var3[var6] = (var9 + var1[var6], [var6 + 2] + var10)
            var4[var6] = var6 + 2
        return var3[var6]
    var11, var12 = var5(0)
    return (var11, var12)",Grasshopper
72,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = [0] * var2
    var3[0] = var1[0]
    var3[1] = var1[1]
    var4[1] = 0
    for var5 in range(2, var2):
        if var3[var5 - 1] < var3[var5 - 2]:
            var3[var5] = var3[var5 - 1] + var1[var5]
            var4[var5] = var5 - 1
        else:
            var3[var5] = var3[var5 - 2] + var1[var5]
            var4[var5] = var5 - 2
    var6 = var2 - 1
    var7 = [var6 + 1]
    while var6 > 0:
        var6 = var4[var6]
        var7.append(var6 + 1)
    return (var3[var2 - 1], var7[::-1])",Grasshopper
73,"def var0(var1):
    var2 = len(var1)
    if var2 < 3:
        return (sum(var1[:var2]), list(range(1, var2 + 1)))
    var3 = [0, 0]
    var4 = [0, 0]
    for var5 in range(2, var2):
        if var3[0] + var1[var5] < var3[1] + var1[var5]:
            var3[1] = var3[0] + var1[var5]
            var4[1] = var5
        else:
            var3[1] = var3[1] + var1[var5]
            var4[1] = var5
        var3[0], var3[1] = (var3[1], var3[0])
    var6 = [var2]
    var7 = var2 - 1
    return (var3[1], var6)",Grasshopper
74,"def var0(var1):
    var2 = len(var1)
    for var3 in range(2, var2):
        var1[var3] += min(var1[var3 - 1], var1[var3 - 2])
    var4 = [var2]
    var3 = var2 - 1
    while var3 > 0:
        if var3 == 1:
            var4.append(0)
            break
        if var1[var3 - 1] < var1[var3 - 2]:
            var4.append(var3 - 1)
            var3 = var3 - 1
        else:
            var4.append(var3 - 2)
            var3 = var3 - 2
    return (var1[var2 - 1], var4[::-1])",Grasshopper
