number,code,Type
114,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    var5 = []
    while var4:
        var6 = var4.pop(0)
        var5.append(var6)
        for var7 in var1[var6]:
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)
    return var5",BFS
115,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = [var2]
    var4[var2] = True
    while var5:
        var6 = var5.pop(0)
        yield var6
        for var7 in range(var3):
            if var1[var6][var7] == 1 and (not var4[var7]):
                var4[var7] = True
                var5.append(var7)",BFS
116,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    return list(iter((lambda: next((var5 for var5 in var1[var6] if var5 not in var3 and (var3.add(var5) or True)), None) for var6 in var4)))",BFS
117,"def var0(var1, var2):
    if not var1:
        return []
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    var5 = []
    while var4:
        var6 = var4.pop(0)
        var5.append(var6)
        var7 = var1.get(var6, [])
        var4.extend([var8 for var8 in var7 if var8 not in var3 and (not var3.add(var8))])
    return var5",BFS
118,"def var0(var1, var2):
    if var2 not in var1:
        return []
    var3 = {var2}
    var4 = [var2]
    var5 = []
    while var4:
        var6 = var4.pop(0)
        var5.append(var6)
        for var7 in var1[var6]:
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)
    return var5",BFS
119,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = [var2]
    var4[var2] = True
    var6 = []
    while var5:
        var7 = var5.pop(0)
        var6.append(var7)
        for var8 in range(var3):
            if var1[var7][var8] == 1 and (not var4[var8]):
                var4[var8] = True
                var5.append(var8)
    return var6",BFS
120,"def var0(var1, var2):
    if not var1 or var2 not in var1:
        return []
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    var5 = []
    while var4:
        var6 = var4.pop(0)
        var5.append(var6)
        for var7 in var1[var6]:
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)
    return var5",BFS
121,"from collections import deque

def var0(var1, var2):
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        for var6 in var1[var5]:
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
122,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = [var2]
    var4[var2] = True
    while var5:
        var6 = var5.pop(0)
        yield var6
        for var7 in range(var3):
            if var1[var6][var7] and (not var4[var7]):
                var4[var7] = True
                var5.append(var7)",BFS
123,"from collections import deque

def var0(var1, var2):
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        if var5 in var1:
            for var6 in var1[var5]:
                if var6 not in var3:
                    var3.add(var6)
                    var4.append(var6)",BFS
124,"def var0(var1, var2, var3=None):
    if var3 is None:
        var3 = set()
    if var2 not in var3:
        var3.add(var2)
        yield var2
        for var4 in var1[var2]:
            yield from var0(var1, var4, var3)",BFS
125,"from collections import deque

def var0(var1, var2, var3):
    var4 = set()
    var5 = deque([(var2, 0)])
    var4.add(var2)
    while var5:
        var6, var7 = var5.popleft()
        yield var6
        if var7 < var3:
            for var8 in var1[var6]:
                if var8 not in var4:
                    var4.add(var8)
                    var5.append((var8, var7 + 1))",BFS
126,"def var0(var1, var2):
    var3 = [(var2, 0)]
    var4 = {var2}
    while var3:
        var5, var6 = min(var3, key=lambda var7: var7[1])
        var3.remove(var5)
        yield var5
        for var8 in var1.get(var5, []):
            if var8 not in var4:
                var4.add(var8)
                var3.append((var8, len([var9 for var9, var10 in var3])))",BFS
127,"from collections import deque

def var0(var1, var2):
    if var2 not in var1:
        return
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        if var5 in var1:
            for var6 in var1[var5]:
                if var6 not in var3:
                    var3.add(var6)
                    var4.append(var6)",BFS
128,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = [var2]
    var4[var2] = True
    var6 = 0
    while var6 < len(var5):
        var7 = var5[var6]
        var6 += 1
        yield var7
        for var8 in range(var3):
            if var1[var7][var8] and (not var4[var8]):
                var4[var8] = True
                var5.append(var8)",BFS
129,"from collections import deque

def var0(var1, var2):
    if not var1:
        return
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
130,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    while var4:
        var5 = var4.pop(0)
        yield var5
        var6 = var1.get(var5, [])
        for var7 in var6:
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)",BFS
131,"from collections import deque

def var0(var1, var2):
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
132,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
133,"def var0(var1, var2):
    if not var1 or var2 not in var1:
        return
    var3 = {var2}
    var4 = [var2]
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1[var5]:
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
134,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = [var2]
    var4[var2] = True
    while var5:
        var6 = var5.pop(0)
        yield var6
        for var7 in range(var3):
            if var1[var6][var7] == 1 and (not var4[var7]):
                var4[var7] = True
                var5.append(var7)",BFS
135,"from collections import deque

def var0(var1, var2):
    if not var1:
        return
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    var5 = []
    while var4:
        var6 = var4.popleft()
        var5.append(var6)
        for var7 in var1.get(var6, []):
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)
    return var5",BFS
136,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    while var4:
        var5 = var4.pop(0)
        yield var5
        var6 = var1.get(var5, [])
        for var7 in var6:
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)",BFS
137,"def var0(var1, var2):
    if var2 not in var1:
        return
    var3 = {var2}
    var4 = [var2]
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
138,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = [var2]
    var4[var2] = True
    var6 = []
    while var5:
        var7 = var5.pop(0)
        var6.append(var7)
        for var8 in range(var3):
            if var1[var7][var8] == 1 and (not var4[var8]):
                var4[var8] = True
                var5.append(var8)
    return var6",BFS
139,"from collections import deque

def var0(var1, var2):
    if not var1 or var2 is None:
        return
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        for var6 in var1.get(var5, []):
            if var6 is not None and var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
140,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    var5 = []
    while var4:
        var6 = var4.pop(0)
        var5.append(var6)
        for var7 in var1.get(var6, []):
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)
    return var5",BFS
141,"from collections import deque

def var0(var1, var2):
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
142,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
143,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = [var2]
    var4[var2] = True
    while var5:
        var6 = var5.pop(0)
        yield var6
        for var7 in range(var3):
            if var1[var6][var7] == 1 and (not var4[var7]):
                var4[var7] = True
                var5.append(var7)",BFS
144,"import queue

def var0(var1, var2):
    var3 = queue.Queue()
    var4 = set()
    var3.put(var2)
    var4.add(var2)
    while not var3.empty():
        var5 = var3.get()
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var4:
                var4.add(var6)
                var3.put(var6)",BFS
145,"def var0(var1, var2):
    if not var1:
        return
    var3 = {var2}
    var4 = [var2]
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
146,"def var0(var1, var2):
    var3 = set()
    var4 = [var2] if var2 is not None else []
    if not var4:
        return
    var3.add(var2)
    while var4:
        var5 = var4.pop(0)
        yield var5
        var6 = var1.get(var5, [])
        var4.extend([var7 for var7 in var6 if var7 not in var3])
        var3.update(var6)",BFS
147,"from collections import deque

def var0(var1, var2):
    if var2 not in var1:
        return
    var3 = deque([var2])
    var4 = {var2}
    while var3:
        var5 = var3.popleft()
        yield var5
        for var6 in var1[var5]:
            if var6 not in var4:
                var4.add(var6)
                var3.append(var6)",BFS
148,"def var0(var1, var2):
    var3 = var4()
    var5 = set()
    if var2 is not None and var2 in var1:
        var3.append(var2)
        var5.add(var2)
    while var3:
        var6 = var3.popleft()
        yield var6
        for var7 in var1.get(var6, []):
            if var7 not in var5:
                var3.append(var7)
                var5.add(var7)",BFS
149,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = []
    if var2 < 0 or var2 >= var3:
        return
    var4[var2] = True
    var5.append(var2)
    while var5:
        var6 = var5.pop(0)
        yield var6
        for var7 in range(var3):
            if var1[var6][var7] and (not var4[var7]):
                var4[var7] = True
                var5.append(var7)",BFS
150,"def var0(var1, var2):
    if not var1 or var2 is None:
        return
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    while True:
        if not var4:
            break
        var5 = var4.pop(0)
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
151,"from collections import deque

def var0(var1, var2):
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
